Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,High_Range,Price_Segment,Range_per_kWh,Price_per_km,Efficiency_Tier,Est_Revenue_2024,Era
Ferrari,Roma PHEV,2021,Zinc-Air,91.3,528,Level 1 Charging,11.2,141342.13,Forest Green,Italy,1,0.0,4.0,16468,5,1,Luxury (>$110K),5.783,267.69,High,2327622196.84,Mid (2019-2021)
Nissan,Leaf,2017,Lithium-Iron Phosphate,81.3,523,Level 2 Charging,0.9,127506.17,Stealth Gray,Vietnam,2,0.0,5.0,14680,3,1,Luxury (>$110K),6.433,243.8,High,1871790575.6,Early (2015-2018)
Mini,Mini Aceman,2019,Magnesium-Ion,80.6,328,Mobile Charging,8.6,38472.16,Burgundy,Malaysia,2,0.0,3.0,17846,5,0,Budget (<$50K),4.069,117.29,Medium,686574167.36,Mid (2019-2021)
Gmc,Hummer EV Pickup,2022,Lithium-Titanate,47.3,363,Dc Fast Charging (Dcfc),4.6,37776.24,Champagne,Ireland,3,0.0,5.0,12799,3,0,Budget (<$50K),7.674,104.07,Top,483498095.76,Recent (2022-2025)
Xpeng,X9,2018,Lead-Acid,54.3,362,Vehicle-To-Home (V2H),5.2,93014.84,Charcoal,Germany,3,0.0,4.0,3564,3,0,Premium ($80K–$110K),6.667,256.95,High,331504889.76,Early (2015-2018)
Jaguar,I-PACE,2025,Calcium-Ion,63.4,145,Ccs,2.3,98048.69,Burgundy,Saudi Arabia,3,0.0,3.0,16736,3,0,Premium ($80K–$110K),2.287,676.2,Low,1640942875.8400002,Recent (2022-2025)
Canoo,Lifestyle Vehicle,2025,Calcium-Ion,83.5,568,Plug-In Hydrogen Refueling,5.0,121251.01,Gun Metal,Japan,0,0.0,4.0,4808,5,1,Luxury (>$110K),6.802,213.47,Top,582974856.0799999,Recent (2022-2025)
Lamborghini,Revuelto (PHEV),2021,Lead-Acid,98.9,218,Ultra-Fast Charging (350 Kw+),3.7,114772.81,Lime Green,Vietnam,4,0.0,3.0,10360,3,0,Luxury (>$110K),2.204,526.48,Low,1189046311.6,Mid (2019-2021)
Li Auto,MEGA,2020,Nickel-Manganese-Cobalt,86.4,311,Ultra-Fast Charging (350 Kw+),12.0,52921.07,Teal,Malaysia,3,0.0,3.0,5597,5,0,Mid ($50K–$80K),3.6,170.16,Medium,296199228.79,Mid (2019-2021)
Rivian,R1T,2020,Sodium-Ion,64.2,121,Mobile Charging,5.6,138608.2,Teal,Italy,4,0.0,5.0,7295,5,0,Luxury (>$110K),1.885,1145.52,Low,1011146819.0000001,Mid (2019-2021)
Toyota,Lexus UX 300e,2019,Lithium-Sulfur,25.8,288,Inductive (Wireless) Charging,1.7,39161.99,Red,Poland,0,0.0,3.0,7432,5,0,Budget (<$50K),11.163,135.98,Top,291051909.68,Mid (2019-2021)
Vinfast,VF 8,2015,Lithium-Iron Phosphate,72.1,327,Ccs,4.2,120006.24,Platinum,Saudi Arabia,5,0.0,4.0,14627,5,0,Luxury (>$110K),4.535,366.99,High,1755331272.48,Early (2015-2018)
Bmw,iX,2018,Flow Batteries,146.6,511,Battery Swapping,4.6,91485.37,Gold,Indonesia,4,0.0,4.0,7598,4,1,Premium ($80K–$110K),3.486,179.03,Medium,695105841.26,Early (2015-2018)
Renault,Kangoo E-Tech,2019,Calcium-Ion,22.8,321,Inductive (Wireless) Charging,11.3,103578.72,Aurora Blue,Switzerland,4,0.0,4.0,19080,4,0,Premium ($80K–$110K),14.079,322.68,Top,1976281977.6,Mid (2019-2021)
Byd,Dolphin,2017,Zinc-Air,138.3,442,Chademo,8.1,58022.57,Graphite Gray,Thailand,5,0.0,4.0,18511,3,1,Mid ($50K–$80K),3.196,131.27,Medium,1074055793.27,Early (2015-2018)
Pininfarina,Battista,2025,Lithium-Sulfur,103.5,520,Ultra-Fast Charging (350 Kw+),3.1,66010.31,Beige,Argentina,3,0.0,5.0,8108,5,1,Mid ($50K–$80K),5.024,126.94,High,535211593.47999996,Recent (2022-2025)
Zeekr,Zeekr 007,2015,Nickel-Manganese-Cobalt,138.3,253,Solar Charging,9.6,131587.08,Cosmic Purple,Spain,5,0.0,5.0,11689,5,0,Luxury (>$110K),1.829,520.11,Low,1538121378.12,Early (2015-2018)
Mazda,MX-30,2025,Nickel-Manganese-Cobalt,54.8,577,Ccs,5.4,83034.41,Pink,Usa,1,0.0,4.0,18498,5,1,Premium ($80K–$110K),10.529,143.91,Top,1535970516.18,Recent (2022-2025)
Audi,Q4 e-tron,2016,Lithium-Iron Phosphate,122.4,253,Battery Swapping,8.2,76392.48,Blue,Israel,4,0.0,4.0,9430,3,0,Mid ($50K–$80K),2.067,301.95,Low,720381086.4,Early (2015-2018)
Peugeot,e-2008,2024,Magnesium-Ion,113.5,164,Plug-In Hydrogen Refueling,3.8,106430.63,Forest Green,Denmark,0,0.0,5.0,11399,5,0,Premium ($80K–$110K),1.445,648.97,Low,1213202751.3700001,Recent (2022-2025)
Nissan,Ariya,2017,Solid-State,92.5,196,Vehicle-To-Grid (V2G),4.8,85161.56,Gun Metal,India,3,0.0,4.0,4572,4,0,Premium ($80K–$110K),2.119,434.5,Low,389358652.32,Early (2015-2018)
Peugeot,e-5008,2018,Lithium-Sulfur,42.6,586,Level 2 Charging,2.0,131883.56,Gray,Italy,1,0.0,3.0,2371,3,1,Luxury (>$110K),13.756,225.06,Top,312695920.76,Early (2015-2018)
Renault,Kangoo E-Tech,2021,Lead-Acid,48.7,315,Vehicle-To-Load (V2L),4.6,118844.33,Yellow,New Zealand,4,0.0,4.0,9046,4,0,Luxury (>$110K),6.468,377.28,High,1075065809.18,Mid (2019-2021)
Jaguar,I-PACE,2019,Lithium-Ion,100.2,208,Ultra-Fast Charging (350 Kw+),9.4,72055.42,Sunset Orange,Poland,2,0.0,4.0,1721,3,0,Mid ($50K–$80K),2.076,346.42,Low,124007377.82,Mid (2019-2021)
Lamborghini,Lanzador (upcoming EV),2018,Nickel-Manganese-Cobalt,117.7,294,Inductive (Wireless) Charging,1.3,100146.78,Stealth Gray,Brazil,5,0.0,4.0,11665,5,0,Premium ($80K–$110K),2.498,340.64,Low,1168212188.7,Early (2015-2018)
Citroen,ë-C4,2025,Nickel-Metal Hydride,83.2,324,Plug-In Hydrogen Refueling,10.3,61524.98,Green,Poland,0,0.0,5.0,10596,3,0,Mid ($50K–$80K),3.894,189.89,Medium,651918688.08,Recent (2022-2025)
Porsche,Panamera EV,2020,Solid-State,114.7,206,Battery Swapping,9.5,141043.15,Gold,United Arab Emirates,1,0.0,3.0,18765,3,0,Luxury (>$110K),1.796,684.68,Low,2646674709.75,Mid (2019-2021)
Subaru,Solterra,2018,Lithium-Iron Phosphate,28.6,573,Overhead Pantograph Charging,3.7,117745.81,Ice Silver,Uk,3,0.0,3.0,11717,3,1,Luxury (>$110K),20.035,205.49,Top,1379627655.77,Early (2015-2018)
Jaguar,I-PACE,2024,Nickel-Manganese-Cobalt,88.4,338,Mobile Charging,3.0,46081.57,Ice Silver,Usa,4,0.0,4.0,14268,4,0,Budget (<$50K),3.824,136.34,Medium,657491840.76,Recent (2022-2025)
Kia,Niro EV,2015,Lithium-Titanate,88.7,291,Level 2 Charging,1.2,116770.4,Matte White,New Zealand,0,0.0,4.0,3017,3,0,Luxury (>$110K),3.281,401.27,Medium,352296296.8,Early (2015-2018)
Honda,e:Ny1,2021,Nickel-Manganese-Cobalt,89.5,187,Ccs,11.4,31773.86,Cobalt Blue,United Arab Emirates,3,0.0,4.0,13283,5,0,Budget (<$50K),2.089,169.91,Low,422052182.38,Mid (2019-2021)
Lotus,Emeya,2021,Lithium-Sulfur,36.8,489,Vehicle-To-Home (V2H),10.1,78785.54,Matte Gray,Usa,3,0.0,3.0,8008,5,1,Mid ($50K–$80K),13.288,161.12,Top,630914604.3199999,Mid (2019-2021)
Audi,Q4 e-tron,2019,Nickel-Metal Hydride,111.9,200,Level 1 Charging,5.1,36335.26,Metallic Silver,South Korea,4,0.0,5.0,10981,5,0,Budget (<$50K),1.787,181.68,Low,398997490.06,Mid (2019-2021)
Nissan,Ariya,2017,Nickel-Metal Hydride,57.5,148,Ccs,3.8,48408.3,Cream,Indonesia,0,0.0,5.0,19294,5,0,Budget (<$50K),2.574,327.08,Low,933989740.2,Early (2015-2018)
Ford,Mustang Mach-E,2016,Calcium-Ion,72.2,557,Ultra-Fast Charging (350 Kw+),2.9,118822.63,Charcoal,Italy,3,0.0,4.0,10469,3,1,Luxury (>$110K),7.715,213.33,Top,1243954113.47,Early (2015-2018)
Jeep,Grand Cherokee 4xe (PHEV),2017,Flow Batteries,42.9,290,Plug-In Hydrogen Refueling,2.1,33303.76,Lime Green,Finland,0,0.0,5.0,10051,3,0,Budget (<$50K),6.76,114.84,Top,334736091.76000005,Early (2015-2018)
Volvo,XC40 Recharge,2018,Lithium-Iron Phosphate,103.4,286,Nacs,6.4,144642.82,Orange,Switzerland,5,0.0,4.0,9283,4,0,Luxury (>$110K),2.766,505.74,Medium,1342719298.0600002,Early (2015-2018)
Volkswagen,ID.4,2019,Nickel-Metal Hydride,85.1,252,Solar Charging,7.5,81383.62,White,Norway,4,0.0,3.0,1786,5,0,Premium ($80K–$110K),2.961,322.95,Medium,145351145.32,Mid (2019-2021)
Faraday Future,FF 91,2018,Nickel-Cobalt-Aluminum,117.5,425,Vehicle-To-Load (V2L),7.7,134036.35,Forest Green,Portugal,4,0.0,5.0,15463,3,1,Luxury (>$110K),3.617,315.38,Medium,2072604080.0500002,Early (2015-2018)
Fisker,Pear (upcoming),2016,Sodium-Ion,109.5,296,Plug-In Hydrogen Refueling,4.8,69901.87,Rose Gold,China,3,0.0,3.0,16741,3,0,Mid ($50K–$80K),2.703,236.15,Medium,1170227205.6699998,Early (2015-2018)
Gmc,Hummer EV SUV,2021,Lithium-Sulfur,33.7,342,Overhead Pantograph Charging,3.0,78518.37,Matte Blue,Argentina,3,0.0,4.0,14231,5,0,Mid ($50K–$80K),10.148,229.59,Top,1117394923.47,Mid (2019-2021)
Rimac,Nevera,2020,Lithium-Iron Phosphate,93.0,457,Vehicle-To-Grid (V2G),2.0,106054.84,Navy Blue,Singapore,2,0.0,3.0,12722,4,1,Premium ($80K–$110K),4.914,232.07,High,1349229674.48,Mid (2019-2021)
Jeep,Grand Cherokee 4xe (PHEV),2019,Solid-State,64.0,141,Nacs,7.9,133609.35,Ice Silver,Indonesia,5,0.0,4.0,8894,3,0,Luxury (>$110K),2.203,947.58,Low,1188321558.9,Mid (2019-2021)
Mini,Mini Cooper SE,2021,Lead-Acid,62.7,483,Vehicle-To-Grid (V2G),3.3,99330.14,Tan,France,4,0.0,5.0,7745,5,1,Premium ($80K–$110K),7.703,205.65,Top,769311934.3,Mid (2019-2021)
Cadillac,Optiq (upcoming),2025,Solid-State,74.0,281,Ultra-Fast Charging (350 Kw+),8.2,90011.17,Yellow,Thailand,4,0.0,3.0,957,3,0,Premium ($80K–$110K),3.797,320.32,Medium,86140689.69,Recent (2022-2025)
Nissan,Ariya,2018,Nickel-Manganese-Cobalt,37.0,130,Vehicle-To-Load (V2L),8.4,123001.86,Navy Blue,Usa,2,0.0,4.0,18149,5,0,Luxury (>$110K),3.514,946.17,Medium,2232360757.14,Early (2015-2018)
Nissan,Leaf,2021,Lithium-Titanate,55.8,206,Ccs,2.0,44698.33,Copper,Thailand,4,0.0,4.0,13004,3,0,Budget (<$50K),3.692,216.98,Medium,581257083.32,Mid (2019-2021)
Rimac,Nevera,2017,Lithium-Titanate,95.2,525,Nacs,5.0,114303.75,Teal,Thailand,1,0.0,5.0,19171,5,1,Luxury (>$110K),5.515,217.72,High,2191317191.25,Early (2015-2018)
Acura,ZDX (with GM Ultium),2015,Lithium-Iron Phosphate,71.4,393,Battery Swapping,6.3,109793.25,Lime Green,Canada,3,0.0,4.0,18584,4,0,Premium ($80K–$110K),5.504,279.37,High,2040397758.0,Early (2015-2018)
Hyundai,Ioniq 7 (upcoming),2022,Flow Batteries,23.3,449,Ultra-Fast Charging (350 Kw+),3.0,56480.84,Orange,Japan,3,0.0,5.0,902,3,1,Mid ($50K–$80K),19.27,125.79,Top,50945717.68,Recent (2022-2025)
Xpeng,G6,2024,Zinc-Air,55.4,399,Level 2 Charging,9.3,39756.46,Crimson Red,Austria,2,0.0,4.0,15795,5,0,Budget (<$50K),7.202,99.64,Top,627953285.6999999,Recent (2022-2025)
Faraday Future,FF 91,2025,Lithium-Sulfur,89.4,151,Solar Charging,1.0,97602.21,Cobalt Blue,Spain,3,0.0,4.0,14226,4,0,Premium ($80K–$110K),1.689,646.37,Low,1388489039.46,Recent (2022-2025)
Cadillac,Lyriq,2015,Solid-State,149.2,565,Dc Fast Charging (Dcfc),1.7,31250.63,Copper,Israel,4,0.0,4.0,816,3,1,Budget (<$50K),3.787,55.31,Medium,25500514.080000002,Early (2015-2018)
Subaru,Solterra,2015,Nickel-Metal Hydride,88.9,525,Vehicle-To-Grid (V2G),10.3,141099.55,Cream,Saudi Arabia,5,0.0,5.0,1296,3,1,Luxury (>$110K),5.906,268.76,High,182865016.79999998,Early (2015-2018)
Mazda,MX-30,2016,Calcium-Ion,120.1,232,Mobile Charging,4.0,61335.98,Charcoal,South Korea,1,0.0,4.0,15664,5,0,Mid ($50K–$80K),1.932,264.38,Low,960766790.72,Early (2015-2018)
Mini,Mini Electric,2022,Calcium-Ion,142.1,402,Ccs,2.9,95225.42,Blue,Uk,3,0.0,3.0,16236,3,1,Premium ($80K–$110K),2.829,236.88,Medium,1546079919.12,Recent (2022-2025)
Rivian,R1T,2016,Zinc-Air,108.6,574,Level 1 Charging,12.0,66414.61,Sunset Orange,Usa,4,0.0,4.0,3015,3,1,Mid ($50K–$80K),5.285,115.7,High,200240049.15,Early (2015-2018)
Volkswagen,ID.2all,2023,Nickel-Manganese-Cobalt,130.6,253,Mobile Charging,2.1,88149.47,Ice Silver,China,4,0.0,5.0,12075,4,0,Premium ($80K–$110K),1.937,348.42,Low,1064404850.25,Recent (2022-2025)
Nio,ES7,2021,Lithium-Iron Phosphate,98.7,222,Dc Fast Charging (Dcfc),0.9,106458.26,Magenta,Finland,5,0.0,5.0,9380,3,0,Premium ($80K–$110K),2.249,479.54,Low,998578478.8,Mid (2019-2021)
Polestar,Polestar 3,2016,Sodium-Ion,56.9,124,Dc Fast Charging (Dcfc),8.7,39888.14,Pink,Switzerland,3,0.0,5.0,6079,4,0,Budget (<$50K),2.179,321.68,Low,242480003.06,Early (2015-2018)
Audi,Q8 e-tron,2023,Lithium-Sulfur,125.8,272,Nacs,12.0,51060.04,Ruby Red,Russia,0,0.0,4.0,15943,5,0,Mid ($50K–$80K),2.162,187.72,Low,814050217.72,Recent (2022-2025)
Faraday Future,FF 91,2022,Zinc-Air,90.6,460,Battery Swapping,6.5,139788.17,Teal,Vietnam,2,0.0,5.0,7238,3,1,Luxury (>$110K),5.077,303.89,High,1011786774.46,Recent (2022-2025)
Nissan,Ariya,2016,Zinc-Air,148.8,458,Mobile Charging,5.5,71744.17,Lime Green,Thailand,2,0.0,3.0,6036,4,1,Mid ($50K–$80K),3.078,156.65,Medium,433047810.12,Early (2015-2018)
Acura,ZDX (with GM Ultium),2022,Nickel-Metal Hydride,70.7,168,Overhead Pantograph Charging,5.2,33106.84,Beige,Usa,5,0.0,5.0,8993,3,0,Budget (<$50K),2.376,197.06,Low,297729812.11999995,Recent (2022-2025)
Volvo,XC40 Recharge,2021,Lead-Acid,104.3,592,Vehicle-To-Grid (V2G),10.4,61281.24,Burgundy,Turkey,0,0.0,4.0,13495,4,1,Mid ($50K–$80K),5.676,103.52,High,826990333.8,Mid (2019-2021)
Maserati,Grecale Folgore,2025,Lithium-Sulfur,148.5,511,Ccs,6.1,94355.84,White,New Zealand,1,0.0,4.0,5286,3,1,Premium ($80K–$110K),3.441,184.65,Medium,498764970.24,Recent (2022-2025)
Volvo,C40 Recharge,2023,Nickel-Metal Hydride,43.5,384,Chademo,3.8,94326.0,Aurora Blue,Hungary,4,0.0,5.0,19513,4,0,Premium ($80K–$110K),8.828,245.64,Top,1840583238.0,Recent (2022-2025)
Chevrolet,Bolt EV,2019,Solid-State,25.1,484,Battery Swapping,5.7,126304.05,Crimson Red,Argentina,0,0.0,4.0,973,4,1,Luxury (>$110K),19.283,260.96,Top,122893840.65,Mid (2019-2021)
Lucid Motors,Lucid Gravity,2022,Aluminum-Ion,38.9,492,Chademo,11.1,30918.69,Brown,Czech Republic,3,0.0,4.0,18236,3,1,Budget (<$50K),12.648,62.84,Top,563833230.84,Recent (2022-2025)
Cadillac,Celestiq,2023,Lithium-Iron Phosphate,23.8,574,Level 1 Charging,10.3,32847.56,Magenta,France,5,0.0,3.0,10909,3,1,Budget (<$50K),24.118,57.23,Top,358334032.03999996,Recent (2022-2025)
Vinfast,VFe34 (discontinued),2016,Aluminum-Ion,105.3,247,Vehicle-To-Load (V2L),6.9,125984.09,Copper,Italy,1,0.0,5.0,19996,3,0,Luxury (>$110K),2.346,510.06,Low,2519177863.64,Early (2015-2018)
Nissan,Ariya,2018,Magnesium-Ion,64.8,567,Level 1 Charging,8.2,57281.34,Matte Gray,Israel,5,0.0,5.0,14569,4,1,Mid ($50K–$80K),8.75,101.03,Top,834531842.4599999,Early (2015-2018)
Polestar,Polestar 5 (upcoming),2024,Zinc-Air,21.8,516,Mobile Charging,6.9,144938.6,Champagne,Argentina,2,0.0,4.0,9117,3,1,Luxury (>$110K),23.67,280.89,Top,1321405216.2,Recent (2022-2025)
Ferrari,Ferrari EV (2025+),2015,Calcium-Ion,74.5,593,Vehicle-To-Grid (V2G),7.0,35860.67,Magenta,Brazil,4,0.0,3.0,12362,3,1,Budget (<$50K),7.96,60.47,Top,443309602.53999996,Early (2015-2018)
Renault,Megane E-Tech,2021,Sodium-Ion,74.6,223,Ultra-Fast Charging (350 Kw+),5.7,62804.21,Candy Apple Red,Japan,3,0.0,3.0,7296,4,0,Mid ($50K–$80K),2.989,281.63,Medium,458219516.15999997,Mid (2019-2021)
Mini,Mini Aceman,2016,Lithium-Sulfur,96.4,382,Level 2 Charging,2.1,56394.24,Black,Turkey,3,0.0,3.0,13034,4,0,Mid ($50K–$80K),3.963,147.63,Medium,735042524.16,Early (2015-2018)
Toyota,Lexus RZ,2022,Magnesium-Ion,128.9,540,Nacs,4.2,135172.73,White,Saudi Arabia,1,0.0,4.0,5705,3,1,Luxury (>$110K),4.189,250.32,High,771160424.6500001,Recent (2022-2025)
Subaru,Solterra,2015,Lithium-Sulfur,30.4,463,Chademo,4.0,116417.55,Pink,Belgium,3,0.0,4.0,10332,4,1,Luxury (>$110K),15.23,251.44,Top,1202826126.6000001,Early (2015-2018)
Mazda,MX-30,2021,Nickel-Metal Hydride,128.4,388,Plug-In Hydrogen Refueling,0.7,63306.05,Turquoise,Malaysia,3,0.0,5.0,4731,5,0,Mid ($50K–$80K),3.022,163.16,Medium,299500922.55,Mid (2019-2021)
Vinfast,VF 8,2025,Zinc-Air,57.8,192,Ultra-Fast Charging (350 Kw+),10.3,68659.02,Matte White,Italy,1,0.0,4.0,4581,5,0,Mid ($50K–$80K),3.322,357.6,Medium,314526970.62,Recent (2022-2025)
Zeekr,Zeekr 007,2017,Aluminum-Ion,134.6,416,Dc Fast Charging (Dcfc),5.6,41905.05,Copper,Netherlands,1,0.0,4.0,15204,5,1,Budget (<$50K),3.091,100.73,Medium,637124380.2,Early (2015-2018)
Opel,Corsa-e,2016,Sodium-Ion,109.0,402,Nacs,10.8,75893.97,Electric Blue,New Zealand,0,0.0,4.0,1081,3,1,Mid ($50K–$80K),3.688,188.79,Medium,82041381.57000001,Early (2015-2018)
Jaguar,I-PACE,2024,Nickel-Metal Hydride,85.0,254,Overhead Pantograph Charging,0.6,48146.85,Tan,France,0,0.0,3.0,6935,4,0,Budget (<$50K),2.988,189.55,Medium,333898404.75,Recent (2022-2025)
Gmc,Hummer EV Pickup,2022,Zinc-Air,83.3,409,Level 2 Charging,0.5,107535.32,Midnight Black,Israel,3,0.0,4.0,12339,5,1,Premium ($80K–$110K),4.91,262.92,High,1326878313.48,Recent (2022-2025)
Dacia,Bigster EV (upcoming),2022,Solid-State,86.8,288,Overhead Pantograph Charging,11.7,67092.52,Volcanic Yellow,Malaysia,4,0.0,3.0,9360,4,0,Mid ($50K–$80K),3.318,232.96,Medium,627985987.2,Recent (2022-2025)
Renault,5 E-Tech,2017,Lithium-Titanate,50.5,592,Plug-In Hydrogen Refueling,8.0,86246.77,Burgundy,Saudi Arabia,2,0.0,5.0,9435,3,1,Premium ($80K–$110K),11.723,145.69,Top,813738274.95,Early (2015-2018)
Geely,Geometry A,2016,Zinc-Air,58.4,487,Overhead Pantograph Charging,2.8,103713.46,Yellow,Uk,3,0.0,4.0,11140,3,1,Premium ($80K–$110K),8.339,212.96,Top,1155367944.4,Early (2015-2018)
Fisker,Ocean,2025,Nickel-Manganese-Cobalt,104.3,488,Vehicle-To-Grid (V2G),1.3,33180.33,Matte Green,Netherlands,5,0.0,3.0,13329,5,1,Budget (<$50K),4.679,67.99,High,442260618.57000005,Recent (2022-2025)
Audi,A6 e-tron (upcoming),2015,Nickel-Metal Hydride,37.2,135,Ccs,5.0,105127.63,Sky Blue,Malaysia,3,0.0,4.0,6700,4,0,Premium ($80K–$110K),3.629,778.72,Medium,704355121.0,Early (2015-2018)
Polestar,Polestar 3,2017,Lithium-Iron Phosphate,108.9,163,Overhead Pantograph Charging,7.2,38593.48,Gray,India,4,0.0,4.0,13568,3,0,Budget (<$50K),1.497,236.77,Low,523636336.64000005,Early (2015-2018)
Mahindra,XUV400,2016,Lithium-Sulfur,130.0,410,Solar Charging,2.7,34805.09,Racing Red,Belgium,2,0.0,5.0,18500,5,1,Budget (<$50K),3.154,84.89,Medium,643894164.9999999,Early (2015-2018)
Ford,F-150 Lightning,2016,Lithium-Iron Phosphate,38.6,323,Overhead Pantograph Charging,7.4,105164.29,Rose Gold,India,1,0.0,5.0,8449,3,0,Premium ($80K–$110K),8.368,325.59,Top,888533086.2099999,Early (2015-2018)
Mahindra,XUV400,2025,Nickel-Manganese-Cobalt,73.7,391,Dc Fast Charging (Dcfc),10.6,70899.27,Electric Blue,South Africa,3,0.0,5.0,993,4,0,Mid ($50K–$80K),5.305,181.33,High,70402975.11,Recent (2022-2025)
Faraday Future,FF 91,2017,Lithium-Titanate,75.6,249,Nacs,5.5,133895.84,Crimson Red,Argentina,3,0.0,4.0,10352,4,0,Luxury (>$110K),3.294,537.73,Medium,1386089735.68,Early (2015-2018)
Volvo,C40 Recharge,2022,Calcium-Ion,67.5,300,Mobile Charging,11.2,76308.34,Aurora Blue,Indonesia,3,0.0,3.0,5396,4,0,Mid ($50K–$80K),4.444,254.36,High,411759802.64,Recent (2022-2025)
Canoo,MPDV,2019,Lithium-Titanate,67.8,161,Level 1 Charging,4.0,105056.91,Purple,Usa,4,0.0,4.0,12552,5,0,Premium ($80K–$110K),2.375,652.53,Low,1318674334.32,Mid (2019-2021)
Pininfarina,Battista,2017,Calcium-Ion,107.4,543,Vehicle-To-Grid (V2G),9.3,120083.26,Tan,Russia,1,0.0,5.0,14445,5,1,Luxury (>$110K),5.056,221.15,High,1734602690.6999998,Early (2015-2018)
Opel,Corsa-e,2019,Flow Batteries,134.1,543,Chademo,1.3,99063.36,Magenta,Vietnam,5,0.0,4.0,4828,3,1,Premium ($80K–$110K),4.049,182.44,Medium,478277902.08,Mid (2019-2021)
Mazda,Mazda EV (upcoming models),2022,Lead-Acid,147.9,453,Level 1 Charging,3.8,71386.67,Champagne,Singapore,1,0.0,4.0,1701,4,1,Mid ($50K–$80K),3.063,157.59,Medium,121428725.67,Recent (2022-2025)
Nissan,Leaf,2018,Flow Batteries,99.4,168,Dc Fast Charging (Dcfc),3.9,96660.07,Titanium,Sweden,1,0.0,3.0,1838,5,0,Premium ($80K–$110K),1.69,575.36,Low,177661208.66000003,Early (2015-2018)
Seat,Avenger,2020,Solid-State,113.3,302,Vehicle-To-Load (V2L),5.1,117581.26,White,Thailand,5,0.0,5.0,13970,3,0,Luxury (>$110K),2.665,389.34,Medium,1642610202.1999998,Mid (2019-2021)
Tesla,Model S,2016,Nickel-Metal Hydride,134.8,522,Chademo,0.8,143897.8,Blue,South Africa,2,0.0,5.0,6669,3,1,Luxury (>$110K),3.872,275.67,Medium,959654428.1999999,Early (2015-2018)
Citroen,ë-C4,2021,Calcium-Ion,78.7,395,Plug-In Hydrogen Refueling,0.8,124798.03,Pearl White,Saudi Arabia,3,0.0,5.0,6777,4,0,Luxury (>$110K),5.019,315.94,High,845756249.31,Mid (2019-2021)
Tesla,Model X,2025,Flow Batteries,52.9,569,Solar Charging,10.7,135204.97,Gun Metal,Italy,3,0.0,4.0,18620,5,1,Luxury (>$110K),10.756,237.62,Top,2517516541.4,Recent (2022-2025)
Bmw,i3,2018,Nickel-Metal Hydride,54.0,289,Dc Fast Charging (Dcfc),10.9,141663.41,Turquoise,South Korea,0,0.0,4.0,12828,3,0,Luxury (>$110K),5.352,490.18,High,1817258223.48,Early (2015-2018)
Great Wall Motors,ORA Lightning Cat,2023,Lithium-Titanate,109.8,462,Level 2 Charging,6.7,35854.51,Matte Black,Turkey,5,0.0,5.0,2232,3,1,Budget (<$50K),4.208,77.61,High,80027266.32000001,Recent (2022-2025)
Mazda,MX-30,2019,Lithium-Iron Phosphate,28.3,307,Plug-In Hydrogen Refueling,10.8,70791.66,Sky Blue,Switzerland,1,0.0,4.0,16877,5,0,Mid ($50K–$80K),10.848,230.59,Top,1194750845.8200002,Mid (2019-2021)
Rivian,R1S,2019,Nickel-Manganese-Cobalt,61.6,358,Level 2 Charging,2.8,104935.85,White,France,4,0.0,4.0,3604,4,0,Premium ($80K–$110K),5.812,293.12,High,378188803.40000004,Mid (2019-2021)
Canoo,Pickup,2023,Lithium-Sulfur,24.7,592,Level 2 Charging,2.3,85510.76,Lime Green,France,4,0.0,5.0,6691,4,1,Premium ($80K–$110K),23.968,144.44,Top,572152495.16,Recent (2022-2025)
Seat,Avenger,2021,Solid-State,33.9,364,Plug-In Hydrogen Refueling,5.4,125859.98,Brown,Canada,3,0.0,4.0,14370,4,0,Luxury (>$110K),10.737,345.77,Top,1808607912.6,Mid (2019-2021)
Jeep,Grand Cherokee 4xe (PHEV),2025,Lithium-Iron Phosphate,40.8,133,Vehicle-To-Load (V2L),10.5,116330.06,Black,Mexico,4,0.0,4.0,17665,3,0,Luxury (>$110K),3.26,874.66,Medium,2054970509.8999999,Recent (2022-2025)
Jeep,Wagoneer S,2021,Sodium-Ion,77.2,176,Overhead Pantograph Charging,3.3,144222.64,Forest Green,Israel,4,0.0,4.0,4653,3,0,Luxury (>$110K),2.28,819.45,Low,671067943.9200001,Mid (2019-2021)
Changan,Q05,2022,Sodium-Ion,92.7,134,Mobile Charging,6.7,62122.16,Brown,Vietnam,4,0.0,4.0,6632,3,0,Mid ($50K–$80K),1.446,463.6,Low,411994165.12,Recent (2022-2025)
Ford,E-Transit,2018,Nickel-Metal Hydride,137.1,336,Nacs,6.0,76109.84,Matte Blue,United Arab Emirates,1,0.0,4.0,12156,5,0,Mid ($50K–$80K),2.451,226.52,Low,925191215.04,Early (2015-2018)
Dacia,Jogger Hybrid,2017,Sodium-Ion,36.4,365,Overhead Pantograph Charging,11.3,81176.29,Forest Green,Usa,3,0.0,3.0,17536,5,0,Premium ($80K–$110K),10.027,222.4,Top,1423507421.4399998,Early (2015-2018)
